X,Y
-28.066711872,-8.1108027003
24.5099742473,-59.0158427143
-23.3058160293,9.0471794058
5.3038198807,43.6848602348
-3.3373531659,63.9313145413
43.559082923,43.0805458959
21.4407122218,-51.6365094209
2.4083157766,-20.1266204782
-10.99562287,56.1085249793
31.9896237725,24.6555787113
-25.0986265743,-34.7030212754
17.3624280215,-3.7474091533
21.2201192151,-39.3604244996
11.6065920414,-19.0917243454
75.5318634745,-17.2366994941
43.5647245042,10.6355803136
-51.087063932,-5.6122200483
5.5283980468,-32.0720933307
-27.2384714755,20.7954717638
36.6909287821,39.7776463856
55.8059795171,-6.9957331186
16.1012337837,-22.3603367665
46.6499905877,-25.4296783368
2.2072840862,29.3790410251
-19.3134178719,-52.13538035
-1.6397694153,31.1743696485
-2.9665032517,-20.7951038238
0.3023921133,18.2695788056
-26.0457900795,-45.1438487865
-40.8279526968,-3.4065672914
-20.1279012408,-16.6346260558
8.8082017039,-0.9936724118
-4.9562942724,69.9262830892
16.8389236963,-16.6344151935
36.1033322095,7.4361304207
-8.1671867377,-2.1008835495
8.4921585797,-52.6343658486
-21.5298482194,11.8281838362
31.8114399149,-1.4165239161
42.40057612,-53.8641895683
53.2681945106,-18.6800844968
-14.3003111253,35.9005940064
-10.6426037934,59.9307652588
-20.2654147187,1.9646477884
-36.4971175314,-6.457004835
-38.0447630279,1.7340909096
-27.3299156399,-3.8532020172
-18.414371212,2.6360516109
-40.3508089951,1.4076094921
-39.3517347947,-6.5994216303
-19.3927115483,27.1932460646
-44.6310072945,4.0444919414
-41.0941988763,5.0950078069
-17.4965397005,0.3179191646
-17.0727003032,24.2956222573
-24.5218713677,15.5645731729
-46.8765619485,15.7481819902
-26.049004819,9.1099322616
-50.9115650221,27.5475977847
-50.9488720944,25.7670561482
-69.4637618188,11.505497325
-44.6657113196,20.3693859531
-72.9888180579,7.7236233016
-65.6568122419,-0.7438238626
-23.6440794089,13.1036179224
-46.1455099284,19.5909613289
58.3136716533,38.069583054
5.8174003571,33.0389026452
4.0483043681,56.4151269744
44.9904739944,22.7046268826
31.5378244739,14.0602447074
27.5134242782,63.017819521
-8.0349516533,41.3586710702
4.338568175,8.5543507812
49.730312973,48.2299626434
48.1195560547,23.1967590997
38.5593542657,13.8551359616
33.8537934196,24.96506281
21.9460229307,52.1902445231
9.588733972,10.916608069
-7.9885864586,41.7907334242
28.7366773907,38.4483567646
25.5102387511,35.4383817146
-6.8903914855,43.6443139704
38.7008841121,17.6290683717
56.8778321296,45.8875453681
50.2620052874,46.2334002473
24.646075513,55.2964063396
10.676783564,12.6314949907
-5.3901017356,39.7117107943
-16.6259137103,42.9446925504
10.3615977793,20.2841508307
0.6167386133,16.7186718398
2.8998486589,9.2762253891
-12.4973606522,27.7756057948
-2.306157083,20.6078337537
-5.2805149119,41.8927972081
-11.2553038601,54.5510224152
-9.4118290003,7.1884651593
21.0023935494,24.7557199115
2.2630432429,39.4465320658
